chunk_id,doc_id,문서명,은행명,상품종류,상품이름,조항,조항이름,조항내용
44,DOC_00006,입출금이자유로운예금약관,국민은행,예금,ONEKB사업자통장,제 4조,은행제공 수표어음용지에 의한 거래 및 어음발행내역 등록,"은행명: 국민은행 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 4조 조항이름: 은행제공 수표어음용지에 의한 거래 및 어음발행내역 등록 은행명: KBbank 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 4조 조항이름: 은행제공 수표어음용지에 의한 거래 및 어음발행내역 등록 ①거래처는 은행이 내어준 수표, 어음 용지로 거래하여야 하며, 1,000만원 이상의 어음을 발행하였을 경우 발행 내역(발행일, 지급기일, 발행금액 등)을 금융결제원의 어음발행 관련 네트워크에 등록하여야 합니다. ②제1항의 용지는 거래처가 요청할 때 은행이 내어줍니다. 다만, 거래처가 요청한 양이 많다고 판단될 때에는 이를 필요하다고 인정되는 양으로 제한할 수 있습니다."
45,DOC_00006,입출금이자유로운예금약관,국민은행,예금,ONEKB사업자통장,제 5조,거래제한,"은행명: 국민은행 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 5조 조항이름: 거래제한 은행명: KBbank 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 5조 조항이름: 거래제한 ①가계당좌예금은 모든 금융기관을 통하여 1인1계좌에 한합니다. ②거래처는 제4조 제1항의 규정에 따라 교부 받은 가계수표용지에 인쇄된 발행 한도금액 이내로 발행하여야 하며, 은행은 발행 한도를 넘는 수표에 대하여는 지급하지 않습니다. 다만, 거래처가 은행(다른 은행 포함)과 직접 거래할 때에는 발행한도액을 초과하여 발행할 수 있습니다. ③ 통장이전기통신금융사기 피해방지 및 피해금 환급에 관한 특별법에서 정의한 사기이용계좌로 사용될 경우, 통장 명의인에 대한 계좌개설 및 현금카드 발급, 해당 통장의 인출이체한도 축소 등 금융거래를 제한할 수 있습니다."
46,DOC_00006,입출금이자유로운예금약관,국민은행,예금,ONEKB사업자통장,제 6조,수표어음금 지급 및 지급위탁 취소,"은행명: 국민은행 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 6조 조항이름: 수표어음금 지급 및 지급위탁 취소 은행명: KBbank 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 6조 조항이름: 수표어음금 지급 및 지급위탁 취소 ① 은행은 제4조 제1항에 따라 내어준 수표나 어음에 적힌 금액을 거래처에서 지급위탁 받아 그 제시인에게 지급합니다. ② 은행은 수표나 어음이 지급제시기간 안에 제시된 때에만 지급합니다. 다만, 수표는 지급제시 기간이 지난 뒤에도 지급할 수 있습니다. ③ 거래처가 이미 발행한 수표나 어음의 지급위탁을 취소할 때에는 은행이 마련한 서식으로 신청해야 하고 어음교환 업무규약에 따라 수표나 어음에 적힌 금액을 담보금으로 예치해야 합니다."
47,DOC_00006,입출금이자유로운예금약관,국민은행,예금,ONEKB사업자통장,제 7조,지급특례,"은행명: 국민은행 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 7조 조항이름: 지급특례 은행명: KBbank 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 7조 조항이름: 지급특례 제6조 제1항의 규정에 불구하고 거래처가 은행에 이행하여야 할 다음의 채무가 있을 때에는 은행은 수표나 지급청구서 없이 해당예금에서 지급하거나 대체 결제할 수 있습니다. 1. 각종 이자, 보증료, 수수료 2. 수입어음 원금, 수출어음 부도대전 3. 어음교환업무규약에 따른 제재금 4. 콜자금 결제통지서나 콜자금 상환영수증으로 청구 받은 금액"
48,DOC_00006,입출금이자유로운예금약관,국민은행,예금,ONEKB사업자통장,제 8조,지급자금 부족시의 처리,은행명: 국민은행 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 8조 조항이름: 지급자금 부족시의 처리 은행명: KBbank 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 8조 조항이름: 지급자금 부족시의 처리 같은 날 거래처의 지급자금을 초과하는 수표나 어음의 지급 또는 그 밖의 채무 이행의 청구가 있는 경우 은행은 거래처의 의사를 확인하였을 때에는 그 의사에 따라 처리하고 의사를 확인할 수 없는 때에는 은행이 판단하여 처리합니다.
49,DOC_00006,입출금이자유로운예금약관,국민은행,예금,ONEKB사업자통장,제 9조,초과지급 및 일부지급의 거절,은행명: 국민은행 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 9조 조항이름: 초과지급 및 일부지급의 거절 은행명: KBbank 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 9조 조항이름: 초과지급 및 일부지급의 거절 ① 은행은 당좌예금가계당좌예금의 지급자금(대출한도 포함)을 초과하는 수표나 어음금은 지급하지 않습니다. ② 은행은 수표나 어음에 적힌 금액의 일부에 대하여 지급 청구하는 경우에는 지급하지 아니 합니다.
50,DOC_00006,입출금이자유로운예금약관,국민은행,예금,ONEKB사업자통장,제 10조,수표어음금의 지급과 면책 등,"은행명: 국민은행 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 10조 조항이름: 수표어음금의 지급과 면책 등 은행명: KBbank 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 10조 조항이름: 수표어음금의 지급과 면책 등 ① 은행이 수표나 어음금을 지급함에 있어 다음 각 호의 경우에 해당하는 때에는 거래처에 손해가 생겨도 은행은 책임을 지지 않습니다. 다만, 제3호 및 제4호의 경우에는 어음수표의 지급 사무를 함에 있어 요구되는 주의를 다하였어야 합니다. 1. 발행일이 기재되지 아니한 수표, 발행일이나 수취인 또는 발행일 및 수취인이 기재되지 아니한 어음을 지급했을 때 2. 달력에 없는 날짜를 발행일 또는 지급일로 기재한 수표어음에 대하여 그 달 말일을 지급일로 하여 지급 하였을 때(다만, 32이상의 숫자를 만기일 또는 지급일로 한 때에는 그러 하지 아니 합니다) 3. 예금거래기본약관 제5조 제1항에 따라 신고된 거래인감이 틀림없다고 인정되는 도장을 수표뒷면에 찍은 횡선수표를 지급하였을 때 4. 지시금지란 글자를 누구나 알아볼 수 있는 크기로 분명히 적지 않아 그 수표나 어음이 지시금지 수표 또는 어음인지 모르고 지급했을 때 ② 제3호에 따라 지급함으로써 수표법상 횡선위반에 해당하여 제3자 에게 손해배상 했을 때에는 은행은 그 금액을 거래처에게 상환 청구할 수 있습니다."
51,DOC_00006,입출금이자유로운예금약관,국민은행,예금,ONEKB사업자통장,제 11조,대리인과의 거래,은행명: 국민은행 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 11조 조항이름: 대리인과의 거래 은행명: KBbank 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 11조 조항이름: 대리인과의 거래 ① 거래처가 대리인을 통하여 거래하고자 할 때에는 수표어음 거래에 사용할 대리인 성명과 인감을 신고하여야 합니다. ② 은행은 제1항에 따라 신고된 대리인 이신용정보관리규약상의 신용불량 정보 대상자에 해당하여 수표나 어음의 유통질서를 해칠만한 상당한 이유가 있을 때에는 그 사실을 거래처에 통보 하고 이의 교체를 요청할 수 있습니다. ③ 거래처가 대리인을 통하여 수표나 어음을 발행할 때에는 수표 또는 어음 면에 거래처 본인 및 대리인의 성명을 적고 대리 관계를 나타내는 표시를 하여야 하며 은행은 대리인 명의만으로 발행한 수표나 어음을 지급 거절할 수 있습니다.
52,DOC_00006,입출금이자유로운예금약관,국민은행,예금,ONEKB사업자통장,제 12조,당좌가계당좌예금 계약의 해지,"은행명: 국민은행 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 12조 조항이름: 당좌가계당좌예금 계약의 해지 은행명: KBbank 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 12조 조항이름: 당좌가계당좌예금 계약의 해지 ① 은행은 거래처가 관련법규나 규정을 위반하여 당좌거래 자격을 잃거나 이 약관의 중요사항을 위반하여 은행과 당좌거래를 계속하는 것이 부적절하다고 판단될 때에는 미리 서면으로 통지하고 해당 예금계약을 해지할 수 있습니다. ② 은행은 거래처가신용정보관리규약의 기준에 의해 신용불량정보 대상자로 등록되고, 은행이 정한 당좌 가계당좌 예금 계약 해지사유에 해당할 때에는 이 예금을 해지하고 그 사실을 거래처에 통지합니다."
53,DOC_00006,입출금이자유로운예금약관,국민은행,예금,ONEKB사업자통장,제 13조,당좌가계당좌예금 해지 후 처리,은행명: 국민은행 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 13조 조항이름: 당좌가계당좌예금 해지 후 처리 은행명: KBbank 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 13조 조항이름: 당좌가계당좌예금 해지 후 처리 이 예금을 해지했을 때는 해지 전에 발행한 수표나 어음이 지급제시 되더라도 은행은 지급하지 않으며 거래처는 사용하지 않은 수표나 어음용지를 곧 개설점에 반환하여야 합니다.
54,DOC_00006,입출금이자유로운예금약관,국민은행,예금,ONEKB사업자통장,제 14조,당좌예금 거래보증금,"은행명: 국민은행 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 14조 조항이름: 당좌예금 거래보증금 은행명: KBbank 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 14조 조항이름: 당좌예금 거래보증금 ① 거래처는 은행이 따로 정한 당좌예금 거래보증금(이하 보증금이라 합니다)을 은행에 별단예금으로 예치해야 하며, 보증금에는 이자를 붙이지 않습니다. ② 은행이 제1항의 보증금액을 변경했거나 거래처가 개설점 변경 등으로 예치한 보증금이 부족할 경우 거래처는 그 차액을 추가로 예치하여야 하고, 남으면 은행은 그 차액을 거래처에게 돌려 줍니다. ③ 이 예금을 해지했을 때 은행은 제1항의 보증금을 거래처가 은행에 갚아야 할 채무변제로 충당합 니다. ④ 은행은 제3항의 절차를 마치고 보증금이 남았을 때에는 사용하지 않은 수표 어음용지를 모두 회수한 뒤에 돌려 줍니다. 다만, 이미 발행한 수표나 어음으로서 지급제시 되지 않은 것이 있을 때에는 부도처리수수료와 어음교환 업무규약에서 정한 부도어음 제재금 만큼 빼고 돌려줍니다. ⑤ 제4항 전단의 규정에도 불구하고 거래처가 수표나 어음용지를 회수할 수 없는 정당한 사유가 있으면 은행은 곧 보증금을 돌려줍니다."
55,DOC_00007,예금거래기본약관,국민은행,예금,ONEKB사업자통장,제 9조,이자,"은행명: 국민은행 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 9조 조항이름: 이자 은행명: KBbank 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 9조 조항이름: 이자 ① 이자는 원을 단위로 약정한 예치기간 또는 제7조에 따라 예금이 된 날(자기앞수표가계수표는 입금일) 부터 지급일 전날까지의 기간에 대하여 은행이 정한 이율로 셈합니다. ② 은행은 예금종류별 예금이율표를 영업점 및 인터넷 홈페이지에 비치게시하고, 이율을 바꾼 때는 그 바꾼 내용을 영업점 및 인터넷 홈페이지에 1개월 동안 게시합니다. ③ 제2항에 따라 이율을 바꾼 때는, 입출금이 자유로운 예금은 바꾼 날로부터 바꾼 이율을 적용하며, 거 치식적립식예금은 계약 당시의 이율을 적용함을 원칙으로 하되, 변동금리가 적용되는 예금은 바꾼 날 로부터 바꾼 이율을 적용합니다. ④ 변동이율을 적용하는 거치식적립식예금은 최초 거래시 이율적용방법을 통장, 전산통신기기 등으로 표시하며, 변동이율을 적용하는 적립식예금은 이율을 바꾼 때마다 바뀐 이율을 통장에 기록하거나 전산 통신기기 등으로 안내합니다. ⑤ 거래처가 실제 받는 이자는 제1항에 따라 셈한 이자에서 소득세법 등 관계법령에 따라 원천징수한 세액을 뺀 금액입니다."
56,DOC_00007,예금거래기본약관,국민은행,예금,ONEKB사업자통장,제 26조,고객확인 및 검증,"은행명: 국민은행 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 26조 조항이름: 고객확인 및 검증 은행명: KBbank 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 26조 조항이름: 고객확인 및 검증 ① 특정 금융거래정보의 보고 및 이용 등에 관한 법률과 공중 등 협박목적 및 대량살상무기확산을 위한 자금조달행위의 금지에 관한 법률에 따른 고객확인 및 검증을 위해 은행은 거래처에 다음 각 호 에서 정한 정보, 문서, 자료 등을 요구할 수 있으며, 거래처가 이를 거부하거나 확인검증이 충분히 이 루어지지 않을 경우 금융거래가 지연되거나 거절됩니다. 1. 개인 2. 법인(단체) ② 특정 금융거래정보의 보고 및 이용 등에 관한 법률에서 정한 가상자산사업자인 거래처는 은행에 가상자산사업자임을 고지하여야 하며, 고지하지 않아 고객확인 및 검증이 충분히 이루어지지 않을 경 우 금융거래가 거절되거나 종료됩니다. ③ 공중 등 협박목적 및 대량살상무기확산을 위한 자금조달행위의 금지에 관한 법률에 의거 금융거 래등제한대상자로 지정되어 고시된 자, UN 등 자금세탁방지와 관련하여 국제사회에서 발표하는 거래 제한 대상자에 대해서는 금융거래가 제한되거나 거절됩니다."
